artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
Shop Boyz;Party Like A Rock Star;0,619;0,709;7;-4,633;1;0,0395;0,00541;0;0,507;0,68;144,972
Finger Eleven;Paralyzer;0,644;0,939;11;-3,486;0;0,0456;0,157;0;0,233;0,861;106,031
Justin Timberlake;Summer Love;0,606;0,591;0;-7,228;0;0,087;0,0756;0;0,328;0,477;95,802
MiMS;This Is Why I'm Hot;0,621;0,6;8;-6,349;1;0,576;0,277;0;0,495;0,485;80,021
Fabolous;Make Me Better;0,607;0,599;11;-6,886;1;0,0995;0,33;0;0,199;0,562;86,491
Seether;Fake It;0,611;0,95;8;-3,509;1;0,0518;0,00141;1,59E-06;0,0543;0,607;132,078
Take That;Patience;0,309;0,783;10;-4,154;1;0,0405;0,142;1,11E-06;0,118;0,372;175,788
Arctic Monkeys;Brianstorm;0,42;0,974;1;-4,706;1;0,191;8,15E-05;0,00155;0,0871;0,463;165,182
Justin Timberlake;My Love (feat. T.I.);0,771;0,68;11;-5,881;0;0,224;0,277;1,18E-05;0,682;0,808;119,952
Fergie;Glamorous;0,811;0,757;0;-6,447;1;0,23;0,298;0;0,103;0,565;130,993
Linkin Park;Bleed It Out;0,529;0,967;1;-3,647;0;0,0508;0,114;0;0,61;0,596;140,127
My Chemical Romance;Teenagers;0,463;0,857;4;-3,063;1;0,0632;0,0506;0;0,184;0,856;111,647
Calvin Harris;Acceptable in the 80's;0,787;0,808;7;-5,454;1;0,0511;0,0143;0,257;0,0466;0,942;127,99
Sugababes;About You Now;0,584;0,699;1;-6,065;0;0,0378;6,52E-05;6,05E-05;0,486;0,585;82,499
Avril Lavigne;Girlfriend;0,56;0,959;7;-2,433;1;0,102;0,000722;0,000221;0,209;0,669;163,983
Ne-Yo;Because Of You;0,81;0,538;0;-5,784;0;0,0356;0,528;0;0,0951;0,828;109,97
Daughtry;It's Not Over;0,45;0,921;10;-3,476;0;0,0538;0,0467;0;0,311;0,413;145,959
Unk;Walk It Out;0,794;0,777;1;-3,696;0;0,0813;0,0982;0;0,202;0,706;160,022
Lloyd;You;0,412;0,876;5;-6,008;0;0,47;0,102;0;0,297;0,703;130,159
Klaxons;Golden Skans;0,463;0,836;2;-2,776;0;0,0381;0,000418;7,38E-06;0,25;0,713;141,955
T-Pain;Bartender (feat. Akon);0,675;0,394;8;-8,539;1;0,133;0,0611;0;0,214;0,405;104,987
Baby Boy Da Prince;The Way I Live - Main Explicit;0,88;0,438;0;-7,562;1;0,248;0,0147;0;0,0907;0,714;90,02
Fergie;Fergalicious;0,906;0,584;8;-7,72;0;0,316;0,0576;0;0,128;0,831;129,055
Omarion;Ice Box;0,775;0,731;8;-5,446;1;0,134;0,189;0;0,129;0,821;131,105
Pretty Ricky;On the Hotline - Amended Version;0,704;0,854;10;-5,477;0;0,183;0,0185;0;0,148;0,688;92,988
Nickelback;Rockstar;0,616;0,91;0;-3,004;1;0,0386;0,0459;0;0,343;0,693;144,072
Fall Out Boy;Thnks fr th Mmrs;0,459;0,891;10;-5,057;0;0,0623;0,00511;0;0,106;0,588;154,837
Justin Timberlake;LoveStoned / I Think She Knows (Interlude);0,859;0,681;1;-6,247;1;0,0549;0,34;0,000161;0,213;0,852;121,243
All Time Low;Dear Maria, Count Me In;0,459;0,895;2;-3,126;1;0,0805;0,00725;0;0,206;0,572;181,04
Amy Winehouse;Back To Black;0,403;0,422;7;-13,964;0;0,0373;0,134;2,05E-05;0,0861;0,378;122,728
Keyshia Cole;Let It Go;0,808;0,721;1;-5,165;1;0,213;0,197;0;0,205;0,773;94,955
Ciara;Promise;0,697;0,629;9;-5,757;1;0,0425;0,409;3,80E-06;0,0819;0,439;123,279
Enrique Iglesias;Do You Know? (The Ping Pong Song);0,753;0,759;8;-4,829;1;0,0487;0,0523;0;0,0263;0,706;114,999
T2;Heartbroken - Edit;0,716;0,757;11;-5,438;0;0,0329;0,0258;0,00392;0,16;0,877;139,986
Robyn;With Every Heartbeat;0,477;0,865;4;-4,462;0;0,0395;0,00877;4,52E-05;0,271;0,413;120,872
Maroon 5;Makes Me Wonder;0,803;0,851;7;-2,429;1;0,0357;0,00485;0,000358;0,0577;0,881;113,996
Fall Out Boy;This Ain't A Scene, It's An Arms Race;0,435;0,887;9;-4,07;1;0,0636;0,000747;0;0,0327;0,408;199,935
Paramore;Misery Business;0,517;0,906;1;-3,677;1;0,0735;0,00272;9,26E-06;0,113;0,731;172,977
Hinder;Better Than Me;0,451;0,682;2;-5,295;0;0,029;0,205;0;0,175;0,254;139,913
Huey;Pop, Lock & Drop It - Video Edit;0,723;0,644;11;-6,863;0;0,222;0,00308;0;0,352;0,645;144,09
Foo Fighters;The Pretender;0,433;0,959;9;-4,04;1;0,0431;0,000917;0;0,028;0,365;172,984
Plies;Shawty (feat. T Pain);0,444;0,708;4;-5,926;0;0,126;0,0419;0;0,0775;0,26;105,412
Kaiser Chiefs;Ruby;0,451;0,939;5;-2,82;0;0,0512;0,00673;4,85E-06;0,0774;0,448;93,416
Mark Ronson;Stop Me (feat. Daniel Merriweather);0,626;0,906;0;-4,334;1;0,0403;0,00128;8,52E-06;0,137;0,346;118,035
Bow Wow;Outta My System (feat. T-Pain & Johntá Austin);0,772;0,59;6;-6,957;1;0,183;0,0917;0;0,101;0,743;83,998
Jim Jones;We Fly High;0,685;0,8;1;-6,564;1;0,298;0,0847;0;0,092;0,483;120,226
The Red Jumpsuit Apparatus;Face Down;0,545;0,932;7;-2,189;0;0,0399;0,000665;0;0,127;0,464;92,956
MIKA;Grace Kelly;0,675;0,828;0;-5,799;1;0,0454;0,0242;0,0102;0,364;0,669;122,229
Christina Aguilera;Candyman;0,686;0,789;8;-4,713;0;0,23;0,0125;0,0147;0,142;0,72;172,976
Sean Kingston;Beautiful Girls;0,762;0,661;1;-6,075;0;0,0687;0,15;0;0,256;0,769;130,009
Akon;Don't Matter;0,801;0,454;2;-6,035;1;0,0371;0,225;0;0,226;0,34;125,139
James Blunt;1973;0,72;0,668;9;-7,928;1;0,0269;0,0652;0,00664;0,0789;0,768;123,007
Carrie Underwood;Before He Cheats;0,519;0,749;6;-3,318;0;0,0405;0,271;0;0,119;0,29;147,905
Just Jack;Starz In Their Eyes;0,67;0,8;3;-6,731;1;0,0652;0,00184;0,000356;0,466;0,656;123,802
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);0,451;0,55;1;-8,137;1;0,262;0,0108;0;0,0737;0,594;80,001
Bone Thugs-N-Harmony;I Tried;0,727;0,71;4;-6,142;1;0,0742;0,0104;0;0,107;0,378;81,995
Avril Lavigne;When You're Gone;0,457;0,719;4;-3,921;0;0,0323;0,191;0;0,228;0,168;142,034
Rich Boy;Throw Some D's;0,697;0,86;11;-5,181;1;0,43;0,0368;0;0,0721;0,433;160,895
MIKA;Love Today;0,673;0,913;4;-4,981;1;0,0664;0,0304;0,00298;0,113;0,587;124,484
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);0,344;0,921;2;-3,049;1;0,0459;0,00143;1,13E-05;0,38;0,396;126,766
Elliott Yamin;Wait for You;0,764;0,487;0;-6,734;1;0,0281;0,25;0;0,184;0,352;116,027
Wyclef Jean;Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia);0,733;0,744;1;-3,51;1;0,0553;0,0772;0;0,341;0,529;92,515
Boys Like Girls;The Great Escape;0,423;0,94;1;-4,012;0;0,0635;0,00166;0;0,178;0,505;149,934
Take That;Rule The World - Radio Edit;0,357;0,774;2;-4,226;1;0,034;0,0376;0;0,348;0,348;164,054
J. Holiday;Bed;0,684;0,606;5;-7,268;0;0,0504;0,17;0;0,058;0,723;127,901
Red Hot Chili Peppers;Snow (Hey Oh);0,427;0,9;11;-3,674;1;0,0499;0,116;1,75E-05;0,119;0,599;104,655
Ludacris;Runaway Love;0,405;0,721;1;-6,97;1;0,283;0,329;0;0,252;0,815;92,854
Flo Rida;Low (feat. T-Pain);0,918;0,609;10;-5,64;0;0,0791;0,0928;0;0,139;0,304;128,008
Katy Perry;I Kissed A Girl;0,699;0,76;5;-3,173;1;0,0677;0,00223;0;0,132;0,696;129,996
Rihanna;Take A Bow;0,697;0,467;9;-7,536;1;0,0715;0,248;0;0,0941;0,572;82,082
Alicia Keys;No One;0,644;0,549;1;-5,415;0;0,0285;0,0209;8,85E-06;0,134;0,167;90,04
Timbaland;Apologize;0,653;0,604;8;-6,017;1;0,0278;0,0292;0;0,097;0,101;118,016
Ne-Yo;Miss Independent;0,668;0,673;1;-5,714;1;0,145;0,48;0;0,194;0,727;171,812
Chris Brown;With You;0,662;0,693;3;-4,298;1;0,0698;0,134;0;0,145;0,655;86,009
Beyoncé;If I Were a Boy;0,632;0,518;6;-6,126;1;0,0313;0,107;0;0,354;0,427;90,007
Kardinal Offishall;Dangerous;0,949;0,79;8;-5,957;1;0,0756;0,00437;0;0,0816;0,807;117,002
Madcon;Beggin (original version);0,715;0,8;4;-5,144;0;0,057;0,0271;0;0,0648;0,445;129,023
September;Cry for You;0,767;0,881;9;-3,988;1;0,0301;0,00133;0,000139;0,0551;0,961;130,018
Rihanna;Disturbia;0,707;0,813;11;-4,515;0;0,0571;0,0863;0;0,168;0,722;124,921
Guru Josh Project;Infinity 2008;0,493;0,849;7;-6,139;0;0,0576;0,000337;0,00672;0,355;0,483;127,999
Britney Spears;Break the Ice;0,712;0,911;5;-3,866;0;0,0445;0,689;8,02E-06;0,107;0,85;117,533
Lil Wayne;Lollipop;0,829;0,428;0;-9,469;1;0,0831;0,056;0,00413;0,137;0,45;148,075
Basshunter;Now You're Gone - Video Edit;0,639;0,976;1;-5,503;1;0,354;0,0213;0;0,0856;0,354;147,99
Kanye West;Flashing Lights;0,639;0,628;6;-7,578;0;0,0399;0,0381;0;0,386;0,43;90,482
Madonna;4 Minutes (feat. Justin Timberlake & Timbaland);0,753;0,931;2;-4,922;1;0,0652;0,00994;0,00696;0,234;0,767;113,029
Katy Perry;Hot N Cold;0,706;0,841;7;-3,956;1;0,0418;7,95E-05;0;0,0688;0,861;132,032
Rihanna;Don't Stop The Music;0,835;0,669;6;-5,582;0;0,0643;0,0336;6,92E-05;0,0535;0,542;122,668
Snoop Dogg;Sensual Seduction;0,756;0,829;11;-3,973;1;0,0682;0,003;3,46E-05;0,0578;0,504;120,163
Akon;Right Now (Na Na Na);0,83;0,857;8;-4,194;0;0,152;0,262;0;0,413;0,607;137,982
Britney Spears;Womanizer;0,724;0,695;11;-5,226;1;0,0622;0,073;0;0,0889;0,235;139
Eric Prydz;Pjanoo - Radio Edit;0,605;0,874;7;-4,949;0;0,0295;0,000563;0,812;0,112;0,836;125,99
Kelly Rowland;Work;0,888;0,823;10;-6,351;0;0,0538;0,00499;0;0,291;0,623;102,757
Jeezy;Put On;0,654;0,77;9;-6,091;0;0,0353;0,00342;0;0,0887;0,272;137,616
Madonna;Give It 2 Me;0,837;0,954;8;-3,512;0;0,0414;0,0933;0,000405;0,143;0,972;127,019
The Pussycat Dolls;When I Grow Up;0,671;0,685;11;-5,762;0;0,05;0,00165;0;0,398;0,368;118,449
will.i.am;Heartbreaker;0,788;0,549;9;-8,793;0;0,0732;0,0352;0,127;0,147;0,449;120,051
Soulja Boy;Crank That (Soulja Boy);0,736;0,74;0;-2,18;1;0,0786;0,515;0;0,0468;0,803;140,141
Britney Spears;Piece of Me;0,769;0,638;11;-5,054;1;0,216;0,0902;0;0,0857;0,782;115,007
T.I.;Live Your Life;0,375;0,862;11;-3,363;0;0,255;0,071;0;0,211;0,478;159,841
Ne-Yo;Closer;0,709;0,745;4;-6,437;0;0,0738;0,0225;5,20E-05;0,154;0,576;126,027
Lil Wayne;A Milli;0,674;0,695;6;-8,636;0;0,278;0,0387;0,00202;0,194;0,773;151,486
Colby O'Donis;What You Got;0,775;0,641;1;-6,718;1;0,038;0,0327;0;0,18;0,305;119,974
Miley Cyrus;See You Again;0,692;0,911;9;-5,098;0;0,177;0,0149;7,34E-05;0,112;0,801;138,975
Basshunter;All I Ever Wanted - Radio Edit;0,645;0,984;4;-7,051;1;0,0508;0,164;0,00701;0,164;0,553;144,954
Chris Brown;Kiss Kiss (feat. T-Pain);0,729;0,658;10;-3,386;0;0,225;0,0506;0;0,0693;0,551;140,043
Finger Eleven;Paralyzer;0,644;0,939;11;-3,486;0;0,0456;0,157;0;0,233;0,861;106,031
Alesha Dixon;The Boy Does Nothing;0,632;0,972;3;-2,423;0;0,121;0,121;7,74E-05;0,0317;0,845;87
Dizzee Rascal;Dance Wiv Me - Radio Edit;0,878;0,746;11;-4,281;1;0,0451;0,0476;0;0,154;0,792;111,996
Gabriella Cilmi;Sweet About Me;0,671;0,701;6;-5,035;1;0,0288;0,0607;2,70E-06;0,163;0,585;131,977
Jack White;Another Way to Die;0,486;0,765;4;-4,23;0;0,128;0,0239;3,02E-05;0,11;0,386;141,933
Plies;Hypnotized (feat. Akon);0,84;0,571;10;-7,421;1;0,0797;0,16;0;0,406;0,617;116,59
The Pussycat Dolls;I Hate This Part;0,756;0,612;5;-4,371;1;0,0317;0,0659;0;0,274;0,452;111,572
Sean Kingston;Take You There;0,752;0,921;5;-4,321;0;0,0696;0,0182;0;0,256;0,634;115,033
Natasha Bedingfield;Pocketful of Sunshine;0,726;0,881;9;-3,892;0;0,0391;0,203;0;0,108;0,682;110,019
The Offspring;You're Gonna Go Far, Kid;0,55;0,917;0;-3,159;1;0,0638;0,00428;0;0,197;0,601;126,115
Kanye West;Homecoming;0,667;0,747;1;-7,059;1;0,189;0,337;0;0,115;0,918;86,917
Estelle;American Boy;0,727;0,729;0;-2,99;1;0,326;0,171;0;0,07;0,512;117,932
Saving Abel;Addicted;0,512;0,864;7;-4,146;1;0,0338;0,000821;0;0,0982;0,527;138,018
Pendulum;Propane Nightmares;0,356;0,966;7;-4,13;0;0,0825;0,000262;0,148;0,192;0,215;173,992
The Game;My Life;0,673;0,766;11;-5,018;1;0,349;0,0724;0;0,0563;0,382;148,113
Danity Kane;Damaged;0,774;0,653;8;-5,158;0;0,05;0,0912;0;0,151;0,818;120,01
P!nk;So What;0,534;0,87;11;-3,078;0;0,0425;0,000334;0;0,241;0,462;126,019
Kanye West;Love Lockdown;0,76;0,524;1;-7,67;0;0,0323;0,0542;0,5;0,112;0,112;119,603
Gym Class Heroes;Cookie Jar (feat. The-Dream);0,687;0,668;5;-4,061;1;0,0282;0,0253;0;0,744;0,418;113,053
M.I.A.;Paper Planes;0,447;0,848;2;-6,175;1;0,222;0,033;7,45E-05;0,65;0,485;172,247
3 Doors Down;It's Not My Time;0,529;0,934;0;-4,808;1;0,0602;0,00153;5,16E-06;0,118;0,282;127,962
Kylie Minogue;Wow;0,654;0,884;9;-5,466;1;0,202;0,151;0,000268;0,379;0,851;124,072
Mariah Carey;Touch My Body;0,715;0,665;4;-7,736;0;0,0502;0,0996;0;0,224;0,84;78,502
MGMT;Kids;0,451;0,931;9;-3,871;1;0,0719;0,00076;0,0049;0,361;0,172;122,961
The Ting Tings;Shut Up and Let Me Go;0,852;0,927;7;-4,497;1;0,0581;0,0109;0,00268;0,054;0,887;107,993
Lil Wayne;Got Money;0,694;0,661;7;-4,847;1;0,118;0,00188;0;0,676;0,702;82,48
Santana;Into the Night (feat. Chad Kroeger);0,595;0,844;7;-4,678;1;0,0331;0,0137;0;0,234;0,603;127,981
The-Dream;I Luv Your Girl;0,723;0,322;8;-9,702;1;0,0341;0,014;0;0,119;0,0406;90,063
Wiley;Wearing My Rolex - Radio Edit;0,876;0,716;1;-6,884;1;0,135;0,0468;0,000482;0,0667;0,755;131,942
Usher;Love in This Club (feat. Young Jeezy);0,573;0,712;0;-5,976;1;0,0732;0,0572;0;0,167;0,346;140,012
Sam Sparro;Black & Gold - Radio Edit;0,383;0,703;4;-5,65;0;0,0763;0,00116;2,39E-05;0,112;0,42;135,968
"H ""two"" O";What's It Gonna Be (feat. Platnum);0,733;0,9;9;-4,758;1;0,0341;0,0085;0,0218;0,151;0,937;139,61
The Ting Tings;That's Not My Name;0,755;0,901;9;-3,152;1;0,0893;0,0451;0,0373;0,363;0,959;145,042
Plies;Bust It Baby, Pt. 2 (feat. Ne-Yo);0,648;0,801;5;-7,24;0;0,167;0,154;0;0,339;0,807;78,946
James Morrison;Broken Strings;0,57;0,717;1;-4,914;1;0,029;0,00967;0;0,0833;0,321;111,91
Leona Lewis;Run;0,285;0,462;5;-6,166;0;0,0291;0,428;5,61E-06;0,122;0,0923;142,365
Metro Station;Shake It;0,618;0,955;4;-3,836;1;0,0798;0,00221;3,09E-06;0,486;0,79;150,034
T.I.;Whatever You Like;0,68;0,687;9;-6,162;0;0,0709;0,0161;0;0,261;0,467;150,053
Trey Songz;Can't Help but Wait;0,699;0,699;8;-5,564;0;0,0737;0,358;0;0,0912;0,611;94,977
OneRepublic;Stop And Stare;0,492;0,859;4;-4,274;1;0,0332;0,0659;0;0,0756;0,251;92,474
Alexandra Burke;Hallelujah;0,177;0,425;2;-6,211;0;0,0291;0,654;0;0,195;0,0942;182,571
Mary J. Blige;Just Fine;0,923;0,795;11;-3,61;0;0,117;0,0394;0,000565;0,101;0,588;123,021
Jordin Sparks;One Step At a Time;0,766;0,692;1;-4,672;1;0,0289;0,0825;0;0,0384;0,691;102,028
Coldplay;Viva La Vida;0,486;0,617;5;-7,115;0;0,0287;0,0954;3,23E-06;0,109;0,417;138,015
Kings of Leon;Sex on Fire;0,542;0,905;9;-5,653;1;0,054;0,00172;0,0104;0,136;0,374;153,398
Kanye West;Good Life;0,439;0,808;1;-6,881;1;0,346;0,00305;0;0,439;0,487;82,962
Duffy;Mercy;0,793;0,859;0;-3,774;1;0,0332;0,266;0,000356;0,133;0,964;129,911
David Archuleta;Crush;0,57;0,664;0;-4,718;0;0,0322;0,00836;1,20E-05;0,0719;0,487;162,084
J. Holiday;Suffocate - Superclean;0,458;0,445;9;-8,391;0;0,361;0,64;0;0,118;0,447;82,82
Gavin DeGraw;In Love With a Girl;0,438;0,906;3;-4,8;1;0,0438;0,0191;0;0,373;0,684;161,905
Jordin Sparks;Tattoo;0,566;0,766;2;-5,036;1;0,0399;0,431;0;0,101;0,547;168,005
Coldplay;Violet Hill;0,33;0,58;1;-7,875;0;0,0374;0,0614;0,00129;0,115;0,11;76,093
Ray J;Sexy Can I feat. Yung Berg;0,575;0,684;1;-6,007;1;0,325;0,299;0;0,614;0,926;172,155
Jennifer Hudson;Spotlight;0,707;0,724;11;-3,887;0;0,051;0,0448;0;0,072;0,659;108,984
John Legend;Green Light (feat. André 3000);0,622;0,882;9;-5,59;0;0,119;0,0912;0;0,216;0,762;77,506
Jonas Brothers;Burnin' Up;0,667;0,954;2;-3,462;1;0,0817;0,0296;0;0,331;0,807;114,03
Lupe Fiasco;Superstar (feat. Matthew Santos);0,572;0,822;11;-6,015;0;0,361;0,207;0;0,359;0,472;94,812
Chris Brown;Forever;0,672;0,82;11;-4,456;1;0,0459;0,0368;0,000188;0,184;0,438;120,005
Adele;Chasing Pavements;0,614;0,47;5;-6,09;0;0,0255;0,291;0;0,111;0,329;80,045
Leona Lewis;Better in Time;0,584;0,7;6;-4,251;1;0,0506;0,512;2,43E-05;0,13;0,549;163,953
Fergie;Clumsy;0,731;0,563;2;-4,046;1;0,131;0,191;0,00042;0,296;0,452;184,009
T-Pain;Can't Believe It (feat. Lil' Wayne);0,648;0,516;10;-8,869;0;0,049;0,00179;0;0,0772;0,0756;89,828
Black Eyed Peas;I Gotta Feeling;0,743;0,766;0;-6,375;1;0,0265;0,0873;0;0,509;0,61;127,96
Lady Gaga;Poker Face;0,851;0,806;4;-4,62;1;0,0787;0,118;1,64E-06;0,121;0,787;118,999
Beyoncé;Halo;0,508;0,72;11;-5,908;0;0,0628;0,272;0;0,0563;0,472;79,983
David Guetta;Sexy Bitch (feat. Akon);0,813;0,627;11;-5,018;0;0,0486;0,0771;0,000616;0,131;0,801;130,011
Flo Rida;Right Round;0,72;0,672;7;-6,852;1;0,0551;0,009;0;0,232;0,705;124,986
Taylor Swift;Love Story;0,617;0,741;2;-3,97;1;0,0311;0,131;0;0,0772;0,306;118,984
Pitbull;Hotel Room Service;0,849;0,599;6;-8,164;1;0,227;0,00301;0,000249;0,0763;0,761;126,003
Britney Spears;Circus;0,791;0,733;6;-5,215;0;0,052;0,147;0,000381;0,0713;0,761;114,98
Lady Gaga;LoveGame;0,894;0,678;6;-5,611;0;0,0523;0,00569;2,43E-06;0,317;0,844;105,024
Skillet;Monster;0,64;0,957;8;-2,336;1;0,0741;0,0431;0;0,0789;0,692;134,992
The Prodigy;Omen;0,545;0,953;7;-5,172;1;0,0441;0,000941;0,117;0,281;0,558;140,002
Black Eyed Peas;Meet Me Halfway;0,798;0,629;11;-6,857;0;0,0735;0,00474;2,17E-05;0,324;0,4;130
Kanye West;Heartless;0,79;0,647;10;-5,983;0;0,136;0,0515;0;0,248;0,654;87,999
Kid Cudi;Day 'N' Nite (Nightmare);0,88;0,443;11;-6,359;0;0,0653;0,462;7,13E-06;0,122;0,803;138,018
Lady Gaga;Just Dance;0,822;0,739;1;-4,541;0;0,0311;0,0264;4,26E-05;0,181;0,745;118,992
Britney Spears;If U Seek Amy;0,717;0,587;4;-7,296;0;0,0339;0,0192;0;0,0523;0,544;129,954
Pitbull;I Know You Want Me (Calle Ocho);0,825;0,743;2;-5,995;1;0,149;0,0142;2,12E-05;0,237;0,8;127,045
Mariah Carey;Obsessed;0,742;0,468;10;-5,557;0;0,0625;0,0465;0;0,826;0,369;86,443
Beyoncé;Sweet Dreams;0,694;0,825;1;-5,986;1;0,111;0,0895;1,86E-05;0,0618;0,788;121,949
Agnes;Release Me;0,621;0,923;2;-3,124;0;0,0321;0,00645;7,28E-05;0,108;0,716;127,973
Black Eyed Peas;Boom Boom Pow;0,867;0,857;9;-5,892;1;0,0663;0,13;0,00171;0,13;0,402;130,048
Shakira;She Wolf;0,865;0,69;7;-7,448;1;0,0443;0,285;0,0162;0,225;0,867;121,983
Lady Gaga;Paparazzi;0,762;0,692;5;-3,973;0;0,0438;0,113;0;0,094;0,397;114,906
JAY-Z;Empire State Of Mind;0,491;0,956;11;-1,538;1;0,392;0,0295;0;0,46;0,811;173,585
OneRepublic;All The Right Moves;0,529;0,948;0;-3,527;1;0,0474;0,258;9,35E-06;0,283;0,65;146,024
Jeremih;Birthday Sex;0,677;0,523;7;-5,603;0;0,0439;0,295;0;0,15;0,446;60,019
Cascada;Evacuate The Dancefloor;0,762;0,702;0;-5,87;1;0,0432;0,0167;0;0,314;0,898;127,029
Linkin Park;New Divide;0,493;0,808;5;-3,365;0;0,0362;0,000235;0;0,0983;0,38;117,971
Kevin Rudolf;Let It Rock;0,607;0,783;7;-4,41;1;0,0397;0,000683;0;0,0678;0,434;113,172
JAY-Z;Run This Town;0,632;0,924;1;-1,802;1;0,29;0,281;0;0,263;0,441;86,844
Lady Gaga;Bad Romance;0,696;0,921;0;-3,755;1;0,0363;0,00314;5,24E-05;0,0842;0,714;119,001
T.I.;Live Your Life;0,375;0,862;11;-3,363;0;0,255;0,071;0;0,211;0,478;159,841
Eminem;We Made You;0,924;0,853;2;-1,203;1;0,0792;0,107;1,45E-06;0,129;0,67;114,003
Dizzee Rascal;Bonkers;0,624;0,977;11;-3,34;0;0,22;0,00615;0;0,253;0,74;126,127
Ciara;Love Sex Magic (feat. Justin Timberlake);0,893;0,666;10;-5,089;0;0,138;0,0206;0;0,342;0,874;107,011
Rihanna;Russian Roulette;0,48;0,486;6;-5,754;0;0,0447;0,046;0;0,107;0,265;80,051
Soulja Boy;Turn My Swag On;0,546;0,712;3;-3,104;0;0,0269;0,000969;0;0,406;0,489;150,154
The xx;Intro;0,617;0,778;9;-8,871;0;0,027;0,459;0,925;0,128;0,152;100,363
Jay Sean;Down;0,657;0,695;2;-4,493;1;0,0321;0,0108;0;0,0822;0,683;65,997
Keri Hilson;Turnin Me On - Original Dirty;0,661;0,584;1;-5,09;1;0,061;0,00293;4,82E-06;0,134;0,0949;159,873
David Guetta;When Love Takes Over (feat. Kelly Rowland);0,675;0,862;11;-4,614;1;0,0253;0,0165;0,000427;0,169;0,498;129,967
Cheryl;Fight For This Love;0,739;0,741;7;-5,873;1;0,0912;0,013;0;0,0679;0,727;122,988
Soulja Boy;Kiss Me Thru The Phone;0,758;0,712;7;-3,781;1;0,112;0,0185;0;0,0677;0,795;149,998
Eminem;Crack A Bottle;0,516;0,874;9;-2,571;1;0,186;0,0864;0;0,173;0,391;169,561
P!nk;Sober;0,614;0,792;6;-4,907;1;0,0299;0,0653;0;0,195;0,407;91,066
Tinchy Stryder;Number 1;0,581;0,824;0;-3,912;0;0,0377;0,0105;0;0,483;0,747;114,912
Pixie Lott;Mama Do (Uh Oh, Uh Oh);0,451;0,873;3;-4,711;0;0,19;0,171;0;0,327;0,589;119,918
JLS;Beat Again - Radio Edit;0,894;0,93;11;-4,577;1;0,0712;0,0355;0;0,0759;0,968;120,02
3OH!3;DONTTRUSTME;0,791;0,713;5;-3,742;0;0,254;0,0163;0;0,189;0,514;130,012
A.R. Rahman;Jai Ho! (You Are My Destiny);0,657;0,941;8;-3,919;0;0,061;0,0476;0;0,0797;0,879;136,202
The Pussycat Dolls;I Hate This Part;0,756;0,612;5;-4,371;1;0,0317;0,0659;0;0,274;0,452;111,572
Akon;Beautiful;0,74;0,945;0;-4,442;0;0,0889;0,123;0;0,112;0,629;130,015
Alexandra Burke;Bad Boys (feat. Flo Rida);0,67;0,866;1;-3,684;1;0,0538;0,0115;0;0,358;0,636;140,029
Mario;Break Up;0,44;0,517;0;-7,355;1;0,363;0,428;0;0,173;0,475;73,881
Drake;Forever;0,457;0,906;5;-2,278;0;0,342;0,249;0;0,182;0,54;104,02
Selena Gomez & The Scene;Naturally;0,605;0,902;10;-5,406;0;0,0511;0,0185;1,01E-06;0,0534;0,875;132,612
Kanye West;Love Lockdown;0,76;0,524;1;-7,67;0;0,0323;0,0542;0,5;0,112;0,112;119,603
The Veronicas;Untouched;0,557;0,783;6;-4,893;0;0,234;0,0171;0,0172;0,151;0,442;177,008
Fabolous;Throw It In The Bag;0,789;0,55;11;-7,423;0;0,0473;0,174;0;0,0614;0,696;172,049
Jason Derulo;Whatcha Say;0,615;0,711;11;-5,507;1;0,0779;0,0444;0;0,145;0,711;144,036
Lily Allen;Not Fair;0,719;0,861;5;-6,982;1;0,0402;0,0447;0,00989;0,219;0,948;121,491
T.I.;Dead And Gone;0,713;0,746;0;-4,99;1;0,259;0,0402;0;0,601;0,47;135,021
Sean Kingston;Fire Burning;0,839;0,804;1;-2,513;1;0,0329;0,0192;0;0,331;0,888;122,973
Empire of the Sun;Walking On A Dream;0,871;0,701;5;-5,594;0;0,0458;0,257;7,52E-06;0,0589;0,716;126,975
Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);0,594;0,874;0;-3,716;1;0,0815;0,0116;0;0,549;0,628;119,964
Nickelback;If Today Was Your Last Day;0,485;0,911;3;-5,749;1;0,0355;8,67E-05;0;0,092;0,568;89,956
La Roux;Bulletproof;0,674;0,882;3;-2,771;0;0,0477;0,000441;6,47E-05;0,068;0,682;123,016
Kasabian;Fire;0,525;0,742;10;-5,643;1;0,0311;0,0874;0,149;0,117;0,179;117,029
Calvin Harris;I'm Not Alone - Radio Edit;0,597;0,684;7;-6,614;1;0,0321;0,00481;0,105;0,317;0,435;130,99
Justin Bieber;One Time;0,691;0,853;1;-2,528;0;0,0372;0,0631;7,13E-05;0,082;0,762;145,999
Jamie Foxx;Blame It;0,673;0,614;7;-5,426;1;0,103;0,0782;0;0,139;0,362;176,052
La Roux;In For The Kill;0,629;0,969;8;-0,276;0;0,0455;0,00184;0;0,122;0,905;150,01
